0	3542	1	22.109375
0	20104	2	22.078125
0	9762	3	21.890625
0	3695	4	21.046875
0	13258	5	20.234375
0	13336	6	20.203125
0	5574	7	20.203125
0	6309	8	19.953125
0	11132	9	19.875
0	5344	10	19.546875
0	11501	11	19.515625
0	15027	12	19.359375
0	17456	13	18.96875
0	3697	14	18.921875
0	740	15	18.75
0	11696	16	18.75
0	2647	17	18.734375
0	5616	18	18.609375
0	18359	19	18.609375
0	8912	20	18.578125
0	8072	21	18.546875
0	17128	22	18.515625
0	980	23	18.515625
0	8357	24	18.390625
0	1395	25	18.390625
0	5252	26	18.34375
0	806	27	18.234375
0	2011	28	18.21875
0	5254	29	18.171875
0	15318	30	18.09375
0	3191	31	18.03125
0	17641	32	18.03125
0	20329	33	18.03125
0	19237	34	18.015625
0	5272	35	17.984375
0	14583	36	17.90625
0	1628	37	17.875
0	4240	38	17.859375
0	4236	39	17.828125
0	6204	40	17.828125
0	7603	41	17.8125
0	3746	42	17.65625
0	559	43	17.65625
0	4188	44	17.625
0	6210	45	17.609375
0	6446	46	17.578125
0	16389	47	17.5
0	1718	48	17.46875
0	3495	49	17.46875
0	15747	50	17.4375
0	15932	51	17.4375
0	7977	52	17.359375
0	8307	53	17.3125
0	3499	54	17.296875
0	5614	55	17.265625
0	9923	56	17.1875
0	17847	57	17.1875
0	9732	58	17.171875
0	13516	59	17.171875
0	16426	60	17.078125
0	8519	61	17.015625
0	12275	62	17.0
0	11288	63	16.9375
0	17926	64	16.90625
0	14975	65	16.90625
0	1556	66	16.8125
0	3253	67	16.8125
0	13326	68	16.8125
0	13293	69	16.796875
0	6311	70	16.75
0	5048	71	16.734375
0	1449	72	16.734375
0	4311	73	16.671875
0	12924	74	16.65625
0	7496	75	16.65625
0	9076	76	16.640625
0	13789	77	16.640625
0	3429	78	16.625
0	18115	79	16.609375
0	16058	80	16.609375
0	9597	81	16.609375
0	9807	82	16.578125
0	19942	83	16.53125
0	3094	84	16.53125
0	1980	85	16.515625
0	3021	86	16.484375
0	4093	87	16.46875
0	11868	88	16.453125
0	9836	89	16.453125
0	174	90	16.40625
0	10306	91	16.390625
0	854	92	16.375
0	2292	93	16.296875
0	1447	94	16.25
0	15515	95	16.25
0	971	96	16.1875
0	14759	97	16.171875
0	9247	98	16.140625
0	12085	99	16.140625
0	2156	100	16.125
1	4924	1	21.5625
1	8700	2	21.25
1	9265	3	20.8125
1	14753	4	20.59375
1	19022	5	20.5
1	18486	6	20.5
1	3693	7	20.09375
1	15394	8	20.015625
1	8074	9	19.984375
1	15408	10	19.921875
1	7439	11	19.890625
1	15248	12	19.84375
1	10421	13	19.828125
1	12581	14	19.765625
1	17046	15	19.734375
1	5150	16	19.71875
1	1567	17	19.6875
1	9854	18	19.65625
1	16645	19	19.640625
1	15513	20	19.53125
1	6319	21	19.5
1	17452	22	19.46875
1	5134	23	19.46875
1	5132	24	19.46875
1	8503	25	19.453125
1	15406	26	19.34375
1	8412	27	19.34375
1	302	28	19.296875
1	13277	29	19.296875
1	2104	30	19.28125
1	6376	31	19.28125
1	16473	32	19.265625
1	10470	33	19.203125
1	3295	34	19.203125
1	11545	35	19.203125
